?primaryID	?name	?synonym
<Q14916190>	"CYP2C8"@en	"CYPIIC8"@en
<Q14916190>	"CYP2C8"@en	"CYP2C8DM"@en
<Q14916190>	"CYP2C8"@en	"CPC8"@en
<Q14916213>	"PAX6"@en	"MGDA"@en
<Q14916213>	"PAX6"@en	"D11S812E"@en
<Q14916213>	"PAX6"@en	"ASGD5"@en
<Q14916213>	"PAX6"@en	"FVH1"@en
<Q14916213>	"PAX6"@en	"AN2"@en
<Q14916213>	"PAX6"@en	"WAGR"@en
<Q14916213>	"PAX6"@en	"paired box 6"@en
<Q14916213>	"PAX6"@en	"AN"@en
<Q14916226>	"DLAT"@en	"PDCE2"@en
<Q14916226>	"DLAT"@en	"PDC-E2"@en
<Q14916226>	"DLAT"@en	"DLTA"@en
<Q14916226>	"DLAT"@en	"Dihydrolipoyl transacetylase"@en
<Q14916226>	"DLAT"@en	"dihydrolipoamide S-acetyltransferase"@en
<Q14916226>	"DLAT"@en	"E2"@en
<Q14916234>	"SLC18A2"@en	"PKDYS2"@en
<Q14916234>	"SLC18A2"@en	"SVAT"@en
<Q14916234>	"SLC18A2"@en	"VMAT2"@en
<Q14916234>	"SLC18A2"@en	"solute carrier family 18 member A2"@en
<Q14916234>	"SLC18A2"@en	"SVMT"@en
<Q14916234>	"SLC18A2"@en	"Vesicular monoamine transporter 2"@en
<Q14916234>	"SLC18A2"@en	"VAT2"@en
<Q17913893>	"DHX9P1"@en	"DHX9P"@en
<Q17913893>	"DHX9P1"@en	"DEAH-box helicase 9 pseudogene 1"@en
<Q17913893>	"DHX9P1"@en	"DDX9P"@en
<Q17913901>	"DDX10"@en	"HRH-J8"@en
<Q17913901>	"DDX10"@en	"Dbp4"@en
<Q17913901>	"DDX10"@en	"DEAD-box helicase 10"@en
<Q17913914>	"DDX11"@en	"DEAD/H-box helicase 11"@en
<Q17913914>	"DDX11"@en	"WABS"@en
<Q17913914>	"DDX11"@en	"KRG2"@en
<Q17913914>	"DDX11"@en	"CHLR1"@en
<Q17913914>	"DDX11"@en	"CHL1"@en
<Q17913925>	"DHX15"@en	"PrPp43p"@en
<Q17913925>	"DHX15"@en	"PRPF43"@en
<Q17913925>	"DHX15"@en	"hPrp43"@en
<Q17913925>	"DHX15"@en	"DDX15"@en
<Q17913925>	"DHX15"@en	"HRH2"@en
<Q17913925>	"DHX15"@en	"DEAH-box helicase 15"@en
<Q17913925>	"DHX15"@en	"PRP43"@en
<Q17913925>	"DHX15"@en	"DBP1"@en
<Q17913932>	"DECR1"@en	"SDR18C1"@en
<Q17913932>	"DECR1"@en	"NADPH"@en
<Q17913932>	"DECR1"@en	"DECR"@en
<Q17913932>	"DECR1"@en	"2,4-dienoyl-CoA reductase 1, mitochondrial"@en
<Q17913932>	"DECR1"@en	"2,4-dienoyl-CoA reductase 1"@en
<Q17913937>	"DEFA3"@en	"HNP3"@en
<Q17913937>	"DEFA3"@en	"defensin alpha 3"@en
<Q17913937>	"DEFA3"@en	"HP-3"@en
<Q17913937>	"DEFA3"@en	"HNP-3"@en
<Q17913937>	"DEFA3"@en	"DEF3"@en
<Q17913937>	"DEFA3"@en	"HP3"@en
<Q17913940>	"DEFA4"@en	"HP-4"@en
<Q17913940>	"DEFA4"@en	"HNP-4"@en
<Q17913940>	"DEFA4"@en	"DEF4"@en
<Q17913940>	"DEFA4"@en	"defensin alpha 4"@en
<Q17913940>	"DEFA4"@en	"HP4"@en
<Q5011707>	"Class II major histocompatibility complex transactivator"@en	"nucleotide-binding oligomerization domain, leucine rich repeat and acid domain containing"@en
<Q5011707>	"Class II major histocompatibility complex transactivator"@en	"NLR family, acid domain containing"@en
<Q5011707>	"Class II major histocompatibility complex transactivator"@en	"MHC class II transactivator type III"@en
<Q5011707>	"Class II major histocompatibility complex transactivator"@en	"MHC class II transactivator type I"@en
<Q5011707>	"Class II major histocompatibility complex transactivator"@en	"MHC class II transactivator"@en
<Q5011707>	"Class II major histocompatibility complex transactivator"@en	"CIITA"@en
<Q5012731>	"CLEC4C"@en	"PRO34150"@en
<Q5012731>	"CLEC4C"@en	"HECL"@en
<Q5012731>	"CLEC4C"@en	"CLECSF7"@en
<Q5012731>	"CLEC4C"@en	"CLECSF11"@en
<Q5012731>	"CLEC4C"@en	"CD303"@en
<Q5012731>	"CLEC4C"@en	"BDCA2"@en
<Q5012731>	"CLEC4C"@en	"BDCA-2"@en
<Q5012731>	"CLEC4C"@en	"DLEC"@en
<Q5012731>	"CLEC4C"@en	"C-type lectin domain family 4 member C"@en
<Q5013193>	"CNTN6"@en	"NB3"@en
<Q5013193>	"CNTN6"@en	"contactin 6"@en
<Q5013311>	"Collagen type I alpha 2 chain"@en	"type I procollagen"@en
<Q5013311>	"Collagen type I alpha 2 chain"@en	"collagen of skin, tendon and bone, alpha-2 chain"@en
<Q5013311>	"Collagen type I alpha 2 chain"@en	"collagen I, alpha-2 polypeptide"@en
<Q5013311>	"Collagen type I alpha 2 chain"@en	"alpha 2(I)-collagen"@en
<Q5013311>	"Collagen type I alpha 2 chain"@en	"alpha 2(I) procollagen"@en
<Q5013311>	"Collagen type I alpha 2 chain"@en	"alpha 2 type I procollagen"@en
<Q5013311>	"Collagen type I alpha 2 chain"@en	"alpha-2 type I collagen"@en
<Q5013311>	"Collagen type I alpha 2 chain"@en	"collagen alpha-2(I) chain"@en
<Q5013311>	"Collagen type I alpha 2 chain"@en	"collagen, type I, alpha 2"@en
<Q5013311>	"Collagen type I alpha 2 chain"@en	"COL1A2"@en
<Q5013311>	"Collagen type I alpha 2 chain"@en	"epididymis secretory sperm binding protein"@en
<Q5013319>	"COL24A1"@en	"collagen, type XXIV, alpha 1"@en
<Q5013316>	"COL21A1"@en	"FP633"@en
<Q5013316>	"COL21A1"@en	"dJ708F5.1"@en
<Q5013316>	"COL21A1"@en	"dJ682J15.1"@en
<Q5013316>	"COL21A1"@en	"collagen type XXI alpha 1 chain"@en
<Q5013316>	"COL21A1"@en	"collagen type XXI alpha 1"@en
<Q5013316>	"COL21A1"@en	"COLA1L"@en
<Q5013316>	"COL21A1"@en	"collagen, type XXI, alpha 1"@en
<Q5013317>	"COL22A1"@en	"collagen type XXII alpha 1 chain"@en
<Q5013317>	"COL22A1"@en	"collagen, type XXII, alpha 1"@en
<Q5013327>	"Collagen type V alpha 2 chain"@en	"type V preprocollagen alpha 2 chain"@en
<Q5013327>	"Collagen type V alpha 2 chain"@en	"collagen, fetal membrane, A polypeptide"@en
<Q5013327>	"Collagen type V alpha 2 chain"@en	"AB collagen"@en
<Q5013327>	"Collagen type V alpha 2 chain"@en	"collagen alpha-2(V) chain"@en
<Q5013327>	"Collagen type V alpha 2 chain"@en	"COL5A2"@en
<Q5013331>	"COL6A5"@en	"VWA4"@en
<Q5013331>	"COL6A5"@en	"collagen type VI alpha 5"@en
<Q5013331>	"COL6A5"@en	"COL29A1"@en
<Q5013331>	"COL6A5"@en	"collagen, type VI, alpha 5"@en
<Q5013331>	"COL6A5"@en	"collagen type VI alpha 5 chain"@en
<Q14876086>	"MTOR"@en	"FRAP1"@en
<Q14876086>	"MTOR"@en	"mechanistic target of rapamycin"@en
<Q14876086>	"MTOR"@en	"RAFT1"@en
<Q14876086>	"MTOR"@en	"FRAP2"@en
<Q14876086>	"MTOR"@en	"FRAP"@en
<Q14876086>	"MTOR"@en	"mechanistic target of rapamycin kinase"@en
<Q14876086>	"MTOR"@en	"RAPT1"@en
<Q14876086>	"MTOR"@en	"SKS"@en
<Q14876107>	"MYH7"@en	"SPMM"@en
<Q14876107>	"MYH7"@en	"SPMD"@en
<Q14876107>	"MYH7"@en	"myosin, heavy chain 7, cardiac muscle, beta"@en
<Q14876107>	"MYH7"@en	"myosin heavy chain 7"@en
<Q14876107>	"MYH7"@en	"MYHCB"@en
<Q14876107>	"MYH7"@en	"CMD1S"@en
<Q14876107>	"MYH7"@en	"CMH1"@en
<Q14876107>	"MYH7"@en	"MPD1"@en
<Q14876123>	"CD209"@en	"hDC-SIGN"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"C-C motif chemokine 4-like"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"CCL4"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"MIP-1-beta"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"LAG-1"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"CCL4L1"@en
<Q5009628>	"C-C motif chemokine ligand 7"@en	"small inducible cytokine A7 (monocyte chemotactic protein 3)"@en
<Q5009628>	"C-C motif chemokine ligand 7"@en	"small-inducible cytokine A7"@en
<Q5009628>	"C-C motif chemokine ligand 7"@en	"monocyte chemotactic protein 3"@en
<Q5009628>	"C-C motif chemokine ligand 7"@en	"monocyte chemoattractant protein 3"@en
<Q5009628>	"C-C motif chemokine ligand 7"@en	"chemokine (C-C motif) ligand 7"@en
<Q5009628>	"C-C motif chemokine ligand 7"@en	"C-C motif chemokine 7"@en
<Q5009628>	"C-C motif chemokine ligand 7"@en	"NC28"@en
<Q5009628>	"C-C motif chemokine ligand 7"@en	"MCP-3"@en
<Q5009628>	"C-C motif chemokine ligand 7"@en	"CCL7"@en
<Q5009629>	"C-C motif chemokine ligand 8"@en	"small-inducible cytokine A8"@en
<Q5009629>	"C-C motif chemokine ligand 8"@en	"small inducible cytokine subfamily A (Cys-Cys), member 8 (monocyte chemotactic protein 2)"@en
<Q5009629>	"C-C motif chemokine ligand 8"@en	"monocyte chemotactic protein 2"@en
<Q5009629>	"C-C motif chemokine ligand 8"@en	"monocyte chemoattractant protein 2"@en
<Q5009629>	"C-C motif chemokine ligand 8"@en	"MCP-2"@en
<Q5009629>	"C-C motif chemokine ligand 8"@en	"HC14"@en
<Q5009629>	"C-C motif chemokine ligand 8"@en	"chemokine (C-C motif) ligand 8"@en
<Q5009629>	"C-C motif chemokine ligand 8"@en	"C-C motif chemokine 8"@en
<Q5009629>	"C-C motif chemokine ligand 8"@en	"CCL8"@en
<Q5009656>	"CCNG1"@en	"CCNG"@en
<Q5009656>	"CCNG1"@en	"cyclin G1"@en
<Q5009779>	"TNF receptor superfamily member 4"@en	"tax-transcriptionally activated glycoprotein 1 receptor"@en
<Q5009779>	"TNF receptor superfamily member 4"@en	"TAX transcriptionally-activated glycoprotein 1 receptor"@en
<Q5009779>	"TNF receptor superfamily member 4"@en	"OX40L receptor"@en
<Q5009779>	"TNF receptor superfamily member 4"@en	"OX40 homologue"@en
<Q5009779>	"TNF receptor superfamily member 4"@en	"OX40 cell surface antigen"@en
<Q5009779>	"TNF receptor superfamily member 4"@en	"OX40 antigen"@en
<Q5009779>	"TNF receptor superfamily member 4"@en	"lymphoid activation antigene ACT35"@en
<Q5009779>	"TNF receptor superfamily member 4"@en	"CD134 antigen"@en
<Q5009779>	"TNF receptor superfamily member 4"@en	"ATC35 antigen"@en
<Q5009779>	"TNF receptor superfamily member 4"@en	"ACT35 antigen"@en
<Q5009779>	"TNF receptor superfamily member 4"@en	"TNFRSF4"@en
<Q5009779>	"TNF receptor superfamily member 4"@en	"tumor necrosis factor receptor superfamily member 4"@en
<Q5009780>	"Melanoma cell adhesion molecule"@en	"S-endo 1 endothelial-associated antigen"@en
<Q5009780>	"Melanoma cell adhesion molecule"@en	"melanoma-associated antigen A32"@en
<Q5009780>	"Melanoma cell adhesion molecule"@en	"melanoma adhesion molecule"@en
<Q5009780>	"Melanoma cell adhesion molecule"@en	"Gicerin"@en
<Q5009780>	"Melanoma cell adhesion molecule"@en	"cell surface glycoprotein P1H12"@en
<Q5009780>	"Melanoma cell adhesion molecule"@en	"melanoma-associated antigen MUC18"@en
<Q5009780>	"Melanoma cell adhesion molecule"@en	"cell surface glycoprotein MUC18"@en
<Q5009780>	"Melanoma cell adhesion molecule"@en	"MCAM"@en
<Q5009781>	"fms related receptor tyrosine kinase 3"@en	"stem cell tyrosine kinase 1"@en
<Q5009781>	"fms related receptor tyrosine kinase 3"@en	"receptor-type tyrosine-protein kinase FLT3"@en
<Q5009781>	"fms related receptor tyrosine kinase 3"@en	"growth factor receptor tyrosine kinase type III"@en
<Q5009781>	"fms related receptor tyrosine kinase 3"@en	"fms-like tyrosine kinase 3"@en
<Q5009781>	"fms related receptor tyrosine kinase 3"@en	"FLT-3"@en
<Q5009781>	"fms related receptor tyrosine kinase 3"@en	"FL cytokine receptor"@en
<Q5009781>	"fms related receptor tyrosine kinase 3"@en	"Fetal liver kinase-2"@en
<Q5009781>	"fms related receptor tyrosine kinase 3"@en	"fetal liver kinase 2"@en
<Q5009781>	"fms related receptor tyrosine kinase 3"@en	"CD135 antigen"@en
<Q5009781>	"fms related receptor tyrosine kinase 3"@en	"STK-1"@en
<Q5009781>	"fms related receptor tyrosine kinase 3"@en	"fms related tyrosine kinase 3"@en
<Q5009781>	"fms related receptor tyrosine kinase 3"@en	"FLT3"@en
<Q5009781>	"fms related receptor tyrosine kinase 3"@en	"FLK-2"@en
<Q14876123>	"CD209"@en	"CLEC4L"@en
<Q14876123>	"CD209"@en	"CDSIGN"@en
<Q14876123>	"CD209"@en	"DC-SIGN1"@en
<Q14876123>	"CD209"@en	"DC-SIGN"@en
<Q14876123>	"CD209"@en	"CD209 molecule"@en
<Q14876140>	"MBP"@en	"myelin basic protein"@en
<Q14876222>	"MOG"@en	"NRCLP7"@en
<Q14876222>	"MOG"@en	"MOGIG2"@en
<Q14876222>	"MOG"@en	"BTNL11"@en
<Q14876222>	"MOG"@en	"BTN6"@en
<Q14876222>	"MOG"@en	"myelin oligodendrocyte glycoprotein"@en
<Q18026935>	"HLA-DOB"@en	"major histocompatibility complex, class II, DO beta"@en
<Q18026935>	"HLA-DOB"@en	"HLA_DOB"@en
<Q18026935>	"HLA-DOB"@en	"DOB"@en
<Q18026933>	"HLA-DOA"@en	"major histocompatibility complex, class II, DO alpha"@en
<Q18026933>	"HLA-DOA"@en	"HLADZ"@en
<Q18026933>	"HLA-DOA"@en	"HLA-DZA"@en
<Q18026933>	"HLA-DOA"@en	"HLA-DNA"@en
<Q18026938>	"HLA-DPA1"@en	"PLT1"@en
<Q18026938>	"HLA-DPA1"@en	"major histocompatibility complex, class II, DP alpha 1"@en
<Q18026938>	"HLA-DPA1"@en	"HLASB"@en
<Q18026938>	"HLA-DPA1"@en	"HLADP"@en
<Q18026938>	"HLA-DPA1"@en	"HLA-DPB1"@en
<Q18026938>	"HLA-DPA1"@en	"HLA-DPA"@en
<Q18026938>	"HLA-DPA1"@en	"HLA-DP1A"@en
<Q18026938>	"HLA-DPA1"@en	"DPA1"@en
<Q18026938>	"HLA-DPA1"@en	"DP(W4)"@en
<Q18026938>	"HLA-DPA1"@en	"DP(W3)"@en
<Q18026941>	"HLA-DPB1"@en	"major histocompatibility complex, class II, DP beta 1"@en
<Q18026941>	"HLA-DPB1"@en	"HLA-DPB"@en
<Q18026941>	"HLA-DPB1"@en	"HLA-DP1B"@en
<Q18026941>	"HLA-DPB1"@en	"DPB1"@en
<Q18026941>	"HLA-DPB1"@en	"HLA-DP"@en
<Q18026947>	"HLA-DQA1"@en	"Major histocompatibility complex, class II, DQ alpha 1"@en
<Q18026947>	"HLA-DQA1"@en	"HLA-DQA"@en
<Q18026947>	"HLA-DQA1"@en	"DQ-A1"@en
<Q18026947>	"HLA-DQA1"@en	"CELIAC1"@en
<Q18026947>	"HLA-DQA1"@en	"DQA1"@en
<Q18026947>	"HLA-DQA1"@en	"GSE"@en
<Q18026947>	"HLA-DQA1"@en	"CD"@en
<Q18026950>	"HLA-DQA2"@en	"major histocompatibility complex, class II, DQ alpha 2"@en
<Q18026950>	"HLA-DQA2"@en	"HLADQA2"@en
<Q18026950>	"HLA-DQA2"@en	"HLA-DXA"@en
<Q18026950>	"HLA-DQA2"@en	"HLA-DQA2 (gene)"@en
<Q18026950>	"HLA-DQA2"@en	"HLA-DCA"@en
<Q18026950>	"HLA-DQA2"@en	"DX-ALPHA"@en
<Q18026950>	"HLA-DQA2"@en	"DQA1"@en
<Q18026950>	"HLA-DQA2"@en	"DC-alpha"@en
<Q18026952>	"HLA-DQB1"@en	"major histocompatibility complex, class II, DQ beta 1"@en
<Q18026952>	"HLA-DQB1"@en	"HLA-DQB"@en
<Q18026952>	"HLA-DQB1"@en	"IDDM1"@en
<Q18026952>	"HLA-DQB1"@en	"CELIAC1"@en
<Q18026952>	"HLA-DQB1"@en	"HLA-DRB1"@en
<Q14916393>	"VTN"@en	"V75"@en
<Q14916393>	"VTN"@en	"vitronectin"@en
<Q14916393>	"VTN"@en	"VNT"@en
<Q14916393>	"VTN"@en	"VN"@en
<Q14916410>	"IL1B"@en	"IL1F2"@en
<Q14916410>	"IL1B"@en	"IL1beta"@en
<Q14916410>	"IL1B"@en	"IL1-BETA"@en
<Q14916410>	"IL1B"@en	"interleukin 1 beta"@en
<Q14916410>	"IL1B"@en	"IL-1"@en
<Q14916427>	"FURIN"@en	"PCSK3"@en
<Q14916427>	"FURIN"@en	"furin, paired basic amino acid cleaving enzyme"@en
<Q14916427>	"FURIN"@en	"SPC1"@en
<Q14916427>	"FURIN"@en	"PACE"@en
<Q14916427>	"FURIN"@en	"FUR"@en
<Q14916444>	"UCN"@en	"UROC"@en
<Q14916444>	"UCN"@en	"urocortin"@en
<Q14916444>	"UCN"@en	"UI"@en
<Q14916461>	"CYP1A1"@en	"cytochrome P450 family 1 subfamily A member 1"@en
<Q14916461>	"CYP1A1"@en	"P450DX"@en
<Q14916461>	"CYP1A1"@en	"P450-C"@en
<Q14916461>	"CYP1A1"@en	"P1-450"@en
<Q14916461>	"CYP1A1"@en	"CP11"@en
<Q14916461>	"CYP1A1"@en	"CYPIA1"@en
<Q14916461>	"CYP1A1"@en	"CYP1"@en
<Q14916461>	"CYP1A1"@en	"AHH"@en
<Q14916461>	"CYP1A1"@en	"AHRR"@en
<Q14916487>	"DAB1"@en	"DAB1, reelin adaptor protein"@en
<Q18026955>	"HLA-DQB2"@en	"major histocompatibility complex, class II, DQ beta 2"@en
<Q18026955>	"HLA-DQB2"@en	"HLA-DXB"@en
<Q18026955>	"HLA-DQB2"@en	"HLA-DQB1"@en
<Q18026955>	"HLA-DQB2"@en	"DQB2"@en
<Q18026958>	"HLA-DQB3"@en	"major histocompatibility complex, class II, DQ beta 3"@en
<Q18026958>	"HLA-DQB3"@en	"HLA-DVB"@en
<Q18026958>	"HLA-DQB3"@en	"DVbeta"@en
<Q18026958>	"HLA-DQB3"@en	"DQB3"@en
<Q18026958>	"HLA-DQB3"@en	"D6S205E"@en
<Q18026958>	"HLA-DQB3"@en	"D6S205"@en
<Q18026958>	"HLA-DQB3"@en	"DVB"@en
<Q18026961>	"HLA-DRB2"@en	"major histocompatibility complex, class II, DR beta 2 (pseudogene)"@en
<Q18026961>	"HLA-DRB2"@en	"HLA-DR2B"@en
<Q18026964>	"HLA-DRB3"@en	"major histocompatibility complex, class II, DR beta 3"@en
<Q18026964>	"HLA-DRB3"@en	"HLA-DRB3*"@en
<Q18026964>	"HLA-DRB3"@en	"HLA-DR3B"@en
<Q18026964>	"HLA-DRB3"@en	"DRB3"@en
<Q18026964>	"HLA-DRB3"@en	"HLA-DPB1"@en
<Q18026964>	"HLA-DRB3"@en	"HLA-DRB"@en
<Q18026964>	"HLA-DRB3"@en	"HLA-DR1B"@en
<Q18026964>	"HLA-DRB3"@en	"DRw10"@en
<Q18026964>	"HLA-DRB3"@en	"DRB1"@en
<Q18026964>	"HLA-DRB3"@en	"SS1"@en
<Q18026969>	"HLA-DRB7"@en	"major histocompatibility complex, class II, DR beta 7 (pseudogene)"@en
<Q18026975>	"HLF"@en	"HLF, PAR bZIP transcription factor"@en
<Q18026975>	"HLF"@en	"HLF transcription factor, PAR bZIP family member"@en
<Q18026972>	"HLA-DRB8"@en	"major histocompatibility complex, class II, DR beta 8 (pseudogene)"@en
<Q18026977>	"HLA-DRB9"@en	"major histocompatibility complex, class II, DR beta 9 (pseudogene)"@en
<Q18026977>	"HLA-DRB9"@en	"HLA-DRB1L"@en
<Q18026977>	"HLA-DRB9"@en	"HLA-DR1BL"@en
<Q18026977>	"HLA-DRB9"@en	"D6S206E"@en
<Q18026977>	"HLA-DRB9"@en	"D6S206"@en
<Q5008826>	"Coactivator associated arginine methyltransferase 1"@en	"protein arginine N-methyltransferase 4"@en
<Q5008826>	"Coactivator associated arginine methyltransferase 1"@en	"histone-arginine methyltransferase CARM1"@en
<Q5008826>	"Coactivator associated arginine methyltransferase 1"@en	"CARM1"@en
<Q5009348>	"Chromobox 1"@en	"p25beta"@en
<Q5009348>	"Chromobox 1"@en	"modifier 1 protein"@en
<Q5009348>	"Chromobox 1"@en	"HP1Hsbeta"@en
<Q5009348>	"Chromobox 1"@en	"HP1 beta homolog"@en
<Q5009348>	"Chromobox 1"@en	"HP1 beta"@en
<Q5009348>	"Chromobox 1"@en	"heterochromatin protein p25 beta"@en
<Q5009348>	"Chromobox 1"@en	"Heterochromatin protein p25"@en
<Q5009348>	"Chromobox 1"@en	"heterochromatin protein 1-beta"@en
<Q5009348>	"Chromobox 1"@en	"heterochromatin protein 1 homolog beta"@en
<Q5009348>	"Chromobox 1"@en	"chromobox protein homolog 1"@en
<Q5009348>	"Chromobox 1"@en	"chromobox homolog 1 (HP1 beta homolog Drosophila )"@en
<Q5009348>	"Chromobox 1"@en	"CBX1"@en
<Q5009348>	"Chromobox 1"@en	"M31"@en
<Q5009352>	"Chromobox 3"@en	"modifier 2 protein"@en
<Q5009352>	"Chromobox 3"@en	"HP1 gamma homolog"@en
<Q5009352>	"Chromobox 3"@en	"heterochromatin-like protein 1"@en
<Q5009352>	"Chromobox 3"@en	"heterochromatin protein HP1 gamma"@en
<Q5009352>	"Chromobox 3"@en	"heterochromatin protein 1 homolog gamma"@en
<Q5009352>	"Chromobox 3"@en	"HP1 gamma"@en
<Q5009352>	"Chromobox 3"@en	"HECH"@en
<Q5009352>	"Chromobox 3"@en	"chromobox protein homolog 3"@en
<Q5009352>	"Chromobox 3"@en	"chromobox homolog 3 (HP1 gamma homolog, Drosophila)"@en
<Q5009352>	"Chromobox 3"@en	"CBX3"@en
<Q5009606>	"C-C motif chemokine ligand 11"@en	"Small-inducible cytokine A11"@en
<Q5009606>	"C-C motif chemokine ligand 11"@en	"small inducible cytokine subfamily A (Cys-Cys), member 11 (eotaxin)"@en
<Q5009606>	"C-C motif chemokine ligand 11"@en	"eotaxin-1"@en
<Q5009606>	"C-C motif chemokine ligand 11"@en	"eosinophil chemotactic protein"@en
<Q5009606>	"C-C motif chemokine ligand 11"@en	"C-C motif chemokine 11"@en
<Q5009606>	"C-C motif chemokine ligand 11"@en	"eotaxin"@en
<Q5009606>	"C-C motif chemokine ligand 11"@en	"chemokine (C-C motif) ligand 11"@en
<Q5009606>	"C-C motif chemokine ligand 11"@en	"CCL11"@en
<Q5009614>	"CCL18"@en	"SCYA18"@en
<Q5009614>	"CCL18"@en	"DCCK1"@en
<Q5009614>	"CCL18"@en	"CKb7"@en
<Q5009614>	"CCL18"@en	"AMAC1"@en
<Q5009614>	"CCL18"@en	"MIP-4"@en
<Q5009614>	"CCL18"@en	"DC-CK1"@en
<Q5009614>	"CCL18"@en	"chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)"@en
<Q5009614>	"CCL18"@en	"C-C motif chemokine ligand 18"@en
<Q5009614>	"CCL18"@en	"AMAC-1"@en
<Q5009614>	"CCL18"@en	"PARC"@en
<Q5009615>	"C-C motif chemokine ligand 20"@en	"small inducible cytokine subfamily A (Cys-Cys), member 20"@en
<Q5009615>	"C-C motif chemokine ligand 20"@en	"Beta-chemokine exodus-1"@en
<Q5009615>	"C-C motif chemokine ligand 20"@en	"beta chemokine exodus-1"@en
<Q5009615>	"C-C motif chemokine ligand 20"@en	"chemokine (C-C motif) ligand 20"@en
<Q5009615>	"C-C motif chemokine ligand 20"@en	"CCL20"@en
<Q5009615>	"C-C motif chemokine ligand 20"@en	"small-inducible cytokine A20"@en
<Q5009615>	"C-C motif chemokine ligand 20"@en	"MIP-3-alpha"@en
<Q5009615>	"C-C motif chemokine ligand 20"@en	"macrophage inflammatory protein 3 alpha"@en
<Q5009615>	"C-C motif chemokine ligand 20"@en	"liver and activation-regulated chemokine"@en
<Q5009615>	"C-C motif chemokine ligand 20"@en	"CC chemokine LARC"@en
<Q5009615>	"C-C motif chemokine ligand 20"@en	"C-C motif chemokine 20"@en
<Q5009623>	"C-C motif chemokine ligand 3"@en	"tonsillar lymphocyte LD78 alpha protein"@en
<Q5009623>	"C-C motif chemokine ligand 3"@en	"Small-inducible cytokine A3"@en
<Q5009623>	"C-C motif chemokine ligand 3"@en	"small inducible cytokine A3 (homologous to mouse Mip-1a)"@en
<Q5009623>	"C-C motif chemokine ligand 3"@en	"SIS-beta"@en
<Q5009623>	"C-C motif chemokine ligand 3"@en	"PAT 464.1"@en
<Q5009623>	"C-C motif chemokine ligand 3"@en	"G0/G1 switch regulatory protein 19-1"@en
<Q5009623>	"C-C motif chemokine ligand 3"@en	"MIP-1-alpha"@en
<Q5009623>	"C-C motif chemokine ligand 3"@en	"macrophage inflammatory protein 1-alpha"@en
<Q5009623>	"C-C motif chemokine ligand 3"@en	"C-C motif chemokine 3"@en
<Q5009623>	"C-C motif chemokine ligand 3"@en	"CCL3"@en
<Q5009623>	"C-C motif chemokine ligand 3"@en	"chemokine (C-C motif) ligand 3"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"T-cell activation protein 2"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"Small-inducible cytokine A4-like"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"Small-inducible cytokine A4"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"small inducible cytokine A4-like"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"small inducible cytokine A4 (homologous to mouse Mip-1b)"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"SIS-gamma"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"secreted protein G-26"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"Protein H400"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"PAT 744"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"Monocyte adherence-induced protein 5-alpha"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"MIP-1-beta(1-69)"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"macrophage inflammatory protein-1b2"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"Macrophage inflammatory protein 1-beta"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"Lymphocyte activation gene 1 protein"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"HC21"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"G-26 T-lymphocyte-secreted protein"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"Chemokine CCL4"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"chemokine (C-C motif) ligand 4-like 1, telomeric"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"CC chemokine ligand 4L1"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"ACT-2"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"chemokine (C-C motif) ligand 4"@en
<Q5009626>	"C-C motif chemokine ligand 4"@en	"C-C motif chemokine 4"@en
<Q14914168>	"PTGDS"@en	"prostaglandin D2 synthase"@en
<Q14914168>	"PTGDS"@en	"PGDS2"@en
<Q14914168>	"PTGDS"@en	"PGDS"@en
<Q14914168>	"PTGDS"@en	"PGD2"@en
<Q14914168>	"PTGDS"@en	"LPGDS"@en
<Q14914168>	"PTGDS"@en	"L-PGDS"@en
<Q14914168>	"PTGDS"@en	"PDS"@en
<Q14914175>	"DCK"@en	"entrez:1633"@en
